text,hashtags,date,user,users number of followers,location
"@NseIkpeEtim They have hit with all their wits and we still stood our ground. Is Covid they want to use now?  Guess what?  We'll stand that ground.  #EndSWATInNigeriaNow  #EndSARS  #EndPoliceBrutality  #EndBadGoveranceInNigeria
",[],2020-10-16 00:05:12,Joseph_Inyang,86,http://facebook.com/jo22y4real
"My team bonding idea of watching Monsters Inc at the store got shut down bc of covid &amp; taking precaution. They said “imagine someone has Covid &amp; we contact trace &amp; the whole store has to close bc you wanted to watch Monsters Inc., do you think itd be worth it?” I was like https://t.co/oguJfSGh8i
",[],2020-10-16 00:05:13,FrescoFrank,145,"Houston, TX"
"The Victoria COVID-19 numbers this morning show something's working. We then turn our lonely eyes to Europe...  #COVID19Vic  https://t.co/qkttjtniIo
",[],2020-10-16 00:05:14,mattreddin,324,Melbourne
"Toronto home prices soar 11 per cent on pent-up demand due to COVID-19 via @TorontoStar  https://t.co/LQMQI1xNsq  #realestate #housingmarket
","['realestate', 'housingmarket']",2020-10-16 00:05:14,MeridianCU,7155,"Ontario, Canada"
"@TomiLahren @TiffanyATrump She broke every CDC guideline on Covid as 220k Americans have died from it
",[],2020-10-16 00:05:15,fitzy3863,1578,United States
"@yellostvstone @_mamadeb @StopVaxxedLies @MonstaTofu @VileThePro @100Dianne @user1028362792 @Kathmarval @IamTybalt79 @BreezerGalway @Matthew900118 @Monstercoyliar @KayVonPaul @LightControl2 @SwordtheChemist @markmcdougall13 @SMcwoof @LauraDekker1 @troydee @RokoNakamoto @mcfunny @angela_bower @PaulVCooper1 @KatLaRue7 @RisetteMD @GeoffSchuler @DreadPirRob42 @Death_is_final @barryjohnreid21 @CovidMillion @jkellyca @JaneEOpie @JeffBullard16 @HupperichWerner @auscandoc @BritLeyman @ianfmusgrave @organicdot @jeremy_hume @Landau_18901 @Shared_facts @SVaxhole @BeckyJohnson222 @EdDarrell @logieminks @wjarbuckles1 @MacBaird13 @seek_not @ShallowHal9 @Kelly24403519 When you are in intensive care sedated struggling to stay alive with COVID you do not have a choice...
",[],2020-10-16 00:05:15,David_57055,9,
"President Trump on when he last tested negative before getting covid: “I don’t know, I don’t even remember.""
",[],2020-10-16 00:05:15,mviser,100791,Washington 
"COVID-19 and the economic recovery were wildly discussed during Saskatchewan’s leaders’ debate. The Sask. Party and NDP have different plans to get the province back on track, but as @allisonbamford explains, experts can’t say which one is right.  https://t.co/RHANlQVGYR #skpoli https://t.co/BosY0dAGUK
",[],2020-10-16 00:05:15,GlobalRegina,56453,"Regina, SK Canada"
"Yes. Well done, Victoria.
",[],2020-10-16 00:05:16,AdamBandt,195141,"Melbourne, Victoria. Authorised by Adam Bandt, The Australian Greens, 296 Brunswick St, Fitzroy, 3065."
"Going to a Spin class seems like a bad idea~  What started as three COVID-positive cases on Monday, Oct. 5 has grown to 72 in just over a week   Everything you need to know about Hamilton’s SpinCo outbreak https://t.co/w9TNangJrS
",[],2020-10-16 00:05:16,saltieone808,257,Ceres 
"Things are improving. We can all be hopeful, as well as remaining disciplined and smart.
",[],2020-10-16 00:05:16,thespecialbka,1651,"Melbourne, Sydney"
"Cutting laboratory reimbursement won’t address the root causes of delayed turnaround times. Our statement: https://t.co/WYiB8nKdLP
",[],2020-10-16 00:05:16,ACLAlabs,4097,"Washington, DC"
"Sean Dietrich - Dear Nick Saban, I heard you have COVID.... | Facebook https://t.co/xgIIicwxv2
",[],2020-10-16 00:05:17,27RTR17,4820,Fresh out of TWITMO
"not sure how some pub staff caught corona at their pubs recently If covid secure. media should've asked what happened
",[],2020-10-16 00:05:17,johnsouthwales,256,wales
"Electrical Services Procurement Intelligence Report with Roadmap for Recovery from COVID-19 https://t.co/PZyTKnWK2U
",[],2020-10-16 00:05:17,Picante_Media,776,Global
"3/(15/10) COVID-19 #Peru 🇵🇪 https://t.co/GrEvli95jY
",['Peru'],2020-10-16 00:05:17,rparrawong,13715,Sudamérica
"@justin_hart This is unbelievable. In the US, H1N1 killed several times more &lt;25yos than covid. The risk of people in this age group isn't meaningfully elevated! And they're telling people to not run from a fire for a 0.00001% chance they'll catch covid and a 0.0000001% they'll die. WTF.
",[],2020-10-16 00:05:17,VoidSurf1,531,
"@jennfranconews @OANN Yesterday 970 more weak Americans died because they failed to heed the President’s directive - “Don’t let COVID dominate you.” RIP.  Our President and all the other strong Americans with “good genes” will prevail.   Keep Thinning the Herd!   MAGA!
",[],2020-10-16 00:05:17,musicalwonk,172,DC
"🚨173 New Cases Today🚨  This is absolutely getting out of control. Everyone needs to get back to the basics! Social distance, wash your hands, wear a mask and most importantly stay home if you are sick.   #Mbpoli #Covid19MB
",[],2020-10-16 00:05:17,Jasminebrar12,523,Winnipeg | Treaty 1 Territory
"It is what it is
",[],2020-10-16 00:05:18,abspraragen,749,"New York, USA"
"I honestly don't think Trump ever had COVID.  He tests all the time, but can't say if he tested negative on the day of the debate?  Fucking lying c*nt.
",[],2020-10-16 00:05:18,Mersch77,467,WI
"Lol! I guess he’s not immune! I guess the #Mask didn’t work! #Trump2020 I guess #Biden won’t #Debate! #Hiding in his #Basement again!
","['Mask', 'Trump2020', 'Biden', 'Debate', 'Hiding']",2020-10-16 00:05:18,BergenHomesNJ,108,"New Jersey, USA"
"4/(15/10) COVID-19 #Peru 🇵🇪 https://t.co/avbUgodaYL
",['Peru'],2020-10-16 00:05:18,rparrawong,13715,Sudamérica
"Oh. Christie counter-messaging the pro-Covid party line is something.
",[],2020-10-16 00:05:18,alexsmathews,4562,"Costa Mesa, CA, USA"
"The patient had underlying comorbidities that were compounded by COVID-19, according to JIC. https://t.co/Cna2vUQkfY
",[],2020-10-16 00:05:18,GuamPDN,22322,"Guam, USA"
"@mnazaussie @ChrisJansing 🤣🤣🤣Not watching that channel. Focused on that horrible number of Americans with Covid-19 now.
",[],2020-10-16 00:05:19,SuniDae,3698,
"What can an off-season do for you? https://t.co/5ddzuKBt7b https://t.co/AFG0D8mMsH
",[],2020-10-16 00:05:19,DrivelineBB,57317,"Kent, WA"
"The first question to Biden was basically ""can you explain Trump's complete failure to handle COVID Right""  This is total bullcrap  #BidenTownHall
",[],2020-10-16 00:05:19,MajorPatriot,152355,
"Somebody needs to baste this guy's turkey.
",[],2020-10-16 00:05:19,MagazineRange,1260,nevada
"5/(15/10) COVID-19 #Peru 🇵🇪 https://t.co/CtFGm9rIbQ
",['Peru'],2020-10-16 00:05:19,rparrawong,13715,Sudamérica
"The #EndSARS protest has had little or no effect on mortality of Nigerians, as the police is abducting and killing people in Nigeria... Midnight, 16th Oct. #EndSARS
",['EndSARS'],2020-10-16 00:05:20,emmaosamuel,40,
"Like McConnell cares about anyone other than himself and his wealthy owners....  Pelosi: Mnuchin says Trump will lobby McConnell on big COVID-19 deal https://t.co/aR6A1XqR1j
",[],2020-10-16 00:05:20,GaleTStrong,10163,In the mountains
"Just saw someone's post from yesterday that they got covid a 2nd time... https://t.co/PfhqVQPpHX
",[],2020-10-16 00:05:20,LitasaultBanks,1101,An Embarrassment
"I'd say it's better for their physical health and the health of those they live with.  Imagine being the kid that brought Covid home and killed grandma. Or being the kid in an abusive home that has no other access to the outside world.  Get a grip on your privilege, Chris.
",[],2020-10-16 00:05:20,TootsTheRed,1927,"Las Vegas, NV"
"6/(15/10) COVID-19 #Peru 🇵🇪 https://t.co/JWRM0f0Tyu
",['Peru'],2020-10-16 00:05:20,rparrawong,13715,Sudamérica
"COVID-19, unlike Tuberculosis, poses little risk to high school students.  Better to let them all catch it so they have immunity and are free to perform.
",[],2020-10-16 00:05:21,Justin__2015,983,
"Fearful of contracting COVID-19 due to their high risk of severe illness or death, many of the island’s senior citizens have been cancelling doctor’s visits and other healthcare appointments in order to remain in their homes. Read more here: https://t.co/V03FiEbZEI #GLNRToday https://t.co/sC5VkfTUwI
",[],2020-10-16 00:05:21,JamaicaGleaner,283453,Jamaica
"When my husband was sick (we suspect COVID) in March he couldn’t get tested because he didn’t have a known exposure and testing was limited and I had zero symptoms other than maybe I felt crappy and slightly under the weather for a few days. We will never know if we had it.
",[],2020-10-16 00:05:21,AlysonDecker10,1108,"California, USA"
"@TeamTrump @FloridaGOP Senator Sasse says Donald Trump 'kisses dictators' butts, sells out our allies, mocks evangelicals,' and slams how he treats women in leaked phone call, botched covid.  The NE senator also says in leaked phone call Trump 'flirted with white supremacists.' https://t.co/L5CtYTrD8m
",[],2020-10-16 00:05:21,MLJordan4,1,
"Hey @BillKeeler1, Claudia Tenney lied to you about the Spectrum News debate.  She said “@ABrindisiNY cancelled it.” That’s not true. As we reported (exclusively) last night, @SPECNewsCNY postponed it after a positive COVID case in their newsroom. @claudiatenney was dishonest.
",[],2020-10-16 00:05:21,lukeradel,221,"Utica, NY"
"Trump can't remember the last time before being hospitalized that he tested negative for covid.
",[],2020-10-16 00:05:22,Dknight10k,21167,Tennessee
"New ISG #HR Market Pulse sessions, available on-demand, feature talks by @ISG_News HR Tech experts Stacey Cadigan, @ISGJulie and Kelly Will on #payroll, #onboarding, #recruiting and more in the age of #COVID-19. https://t.co/DwMi2Lijot
",['HR'],2020-10-16 00:05:22,GarryStanis,29,
"7/(15/10) COVID-19 #Peru 🇵🇪 https://t.co/5WAvFf8OIq
",['Peru'],2020-10-16 00:05:22,rparrawong,13715,Sudamérica
"I would love #DianneFeinstein if it were business as usual. But, the #GopCRAY at this PIT so we need to act accordingly-&amp; that is NOT embracing @LindseyGrahamSC after his sham of a performance this week. @SenFeinstein you do know GOP cray now &amp; we need to stand for #DEM values--
","['DianneFeinstein', 'GopCRAY']",2020-10-16 00:05:22,GayEqualGlobal,26013,North East USA
"Kmart Dubbo: Opening hours, covid practices, and more ahead of the opening https://t.co/wJly6Sabmf
",[],2020-10-16 00:05:22,dailyliberal,3135,Dubbo
"@NFLUK Suggestion, can you update your schedules as per @SkySports so we know in good time which games are “blacked out” each week? (disregarding Covid rescheduled cherry picking) and ditch the useless ticketmaster link 🤦🏻  This wk is a no brainier but still 🤷
",[],2020-10-16 00:05:23,ferch_Cenydd,177,"Cardiff, Wales (UK)"
"That's just good leadership. Give the dolts what they want. Right, @ByronYork ?
",[],2020-10-16 00:05:23,FMeuwissen,205,
"8/(15/10) COVID-19 #Peru 🇵🇪 https://t.co/BtLSQYRMmD
",['Peru'],2020-10-16 00:05:23,rparrawong,13715,Sudamérica
"people are underestimating how much better things will be w.r.t. covid under a (potential) biden administration. anything is better than deliberate, random sabotage https://t.co/aMCvtc1ToC
",[],2020-10-16 00:05:24,pasiphae_goals,4196,"Chicago, IL"
"9/(15/10) COVID-19 #Peru 🇵🇪 https://t.co/FBJmxohU3j
",['Peru'],2020-10-16 00:05:24,rparrawong,13715,Sudamérica
"@PRIDECARLTON I won a prize in your recent raffle, 11 game membership. As an interstate member with no significant changes due to COVID I'd like to offer it back for you guys to give to someone who may not have been so fortunate and can make better use of the 11 games
",[],2020-10-16 00:05:24,deags008,70,"Sydney, Australia"
"@dianamswancutt Her good health was probably in her favor. I think it's easy to forget to remember that excellent physical health isn't just about how you look, but how your body handles situations like this (or COVID). I hope things settle down soon so you're able to get some sleep. 💙🌻✌️
",[],2020-10-16 00:05:25,_eleven13_,1236,Texas
"@SenKamalaHarris Conventional wisdom is so often incorrect... and every word matters. To say COVID-19 is infectious is to suggest that living with a virus is especially dangerous or unnatural. And if cigarettes alleviate the worst cause of ill health: stress, then they don't cause cancer. https://t.co/S6nEJUECUn
",[],2020-10-16 00:05:24,HornedPoet,1129,"Medford, OR"
"10/(15/10) COVID-19 #Peru 🇵🇪 https://t.co/HXzQELgeS1
",['Peru'],2020-10-16 00:05:25,rparrawong,13715,Sudamérica
"President Trump says he doesn’t remember if he got a COVID-19 test on the day of the last debate. Then says he “probably did” and took one “the day before and the day before.” But the also says he doesn’t take a test everyday.
",[],2020-10-16 00:05:26,KFaulders,31759,"Washington, D.C."
"No, heard an exec before covid trying to transform them into “experience centres”   They’re DOA 2021.
",[],2020-10-16 00:05:26,Kairon01,1709,Sovreign Individual
"just need my covid results before I can make an appointment to look a glasses frames
",[],2020-10-16 00:05:26,bitchyseokie,105,He/Him
"Victoria has recorded 2 new cases of COVID-19 overnight, and no additional deaths. Melbourne’s 14 day rolling average has dropped to 8.7. Premier @DanielAndrewsMP with today's briefing. https://t.co/w2DPF30oBE #7NEWS https://t.co/fGmW66xhCt
",[],2020-10-16 00:05:26,7NewsMelbourne,140609,"Melbourne, Victoria"
"11/(15/10) COVID-19 #Peru 🇵🇪 https://t.co/6DmdzC8MZo
",['Peru'],2020-10-16 00:05:27,rparrawong,13715,Sudamérica
"@maddow @NBCNews  instead of hosting candidates, do a #TownHall w/ Doctors, epidemiologists,&amp; other medical experts that are working in the field taking care of covid pts. Maybe then people will believe the pandemic is real &amp; will do the protocol needed!!!! Need more ideas!  #RETWEEET
",['TownHall'],2020-10-16 00:05:27,LindaBowmanL,402,south florida
"This is just so depressing https://t.co/k5WyRX2EYl
",[],2020-10-16 00:05:28,SaraLang,18365,Washington DC
"Trump by omission just admitted he was positive for covid during the debate.
",[],2020-10-16 00:05:28,melatonedeaf,116,"Fort Wayne, IN"
"@JohnCornyn The rats are jumping ship  https://t.co/vbRnZ6Wazo
",[],2020-10-16 00:05:28,jojo_luvs_rain,1838,
"12/(15/10) COVID-19 #Peru 🇵🇪  SINADEF AL 14/10: https://t.co/ZzQ25xnQDu
",['Peru'],2020-10-16 00:05:28,rparrawong,13715,Sudamérica
"@Leslieoo7 No, but yes, I thought or feared Trumpetel closed communications down as they flew over for his next covid party so we couldn't hack his twitter or more sinister he could send marshals to kill all resisters, really
",[],2020-10-16 00:05:29,estep_ml,460,Tennessee
"@rmayemsinger He's blowing the COVID response, bigly. #achoo https://t.co/4jVm8Tqng5
",['achoo'],2020-10-16 00:05:29,PortableRockArt,8218,Colorado
"Justin Trudeau: No Canada border reopening until US controls COVID-19 - As it should be.  Opening the border before then would have this Trudeau supporter calling for a non-confidence vote or resignation.  #cdnpoli  https://t.co/m9MAoyaxe6
",[],2020-10-16 00:05:29,faceless_vegan,2118,Earth
"@realDonaldTrump @NBCNews @cspan So how much fake news will you be spreading to the gullible people attending? Science called your COVID response ""This may be the most shameful moment in the history of U.S. science policy."" #TrumpLiesAmericansDie #Trump #TrumpIsFakeNews
",[],2020-10-16 00:05:29,M_J_Murcott,5,
"Trump didn’t have covid so he literally has no answers. Such a liar.
",[],2020-10-16 00:05:29,yusufyuie,20479,Philly ✈️ Las Vegas ✈️ ATL
"The second wave of COVID-19 has arrived as predicted, and the number of cases in First Nation communities is climbing.  This episode of Nation to Nation looks at some of the communities hit hard by this wave of the pandemic. https://t.co/EMCrfptBKL
",[],2020-10-16 00:05:29,APTNNews,81457,
"The fact that trump didn’t *** from covid is suspicious as fuck.
",[],2020-10-16 00:05:30,2Sab4U,357,she/her 
"A1: Our school system is buying into the #PBL method, especially at the MS level. Here at the HS, pre-Covid, we had started planning more PBL based curriculum. Plan is to reinstitute it once things calm down a bit. #MasteryChat
",['PBL'],2020-10-16 00:05:30,THSMr_Horner,1206,"Tallmadge, Ohio"
"'Get the kids back to school': Trump uses son's COVID-19 diagnosis to push for reopening https://t.co/CgZfBNRnXK TRUMP IS USING HIS SON TO REOPEN SCHOOLS!!! TRUMP IS SO DESPERATE TO BE RE-ELECTED, HE'D PUT ALL OF AMERICAS CHILDREN AT RISK OF CONTRACTING COVID-19!!! WHAT KIND OF
",[],2020-10-16 00:05:30,PhilCopple,0,
"Nick Saban not being on the sidelines is a story...  @FerrallonGrid reacts to the Alabama Head Coach testing positive for Covid-19.  Catch #FerrallOnTheBench M-F from 10p-midnight ET...  🔗: https://t.co/dvmH2PoS4S https://t.co/h6fmKgENYT
",[],2020-10-16 00:05:30,SportsGridRadio,5888,NYC
"14/(15/10) COVID-19 #Peru 🇵🇪 https://t.co/h1ojODjTYF
",['Peru'],2020-10-16 00:05:30,rparrawong,13715,Sudamérica
"MUSIC FEST IN KEY LARGO.  COVID-19 postponed #KeyLargo Original Music Festival. We're #KeysStrong and ready for the best lineup ever.  Singer-songwriters from across the country join local favorites from Thursday through Sunday, Oct. 15-18. https://t.co/MHBUQLhfVY
","['KeyLargo', 'KeysStrong']",2020-10-16 00:05:30,floridakeysCLT,206,"Big Pine Key, FL"
"On Trump not wanting to worry Americans about COVID-19: ""American's don't panic.  He Panicked."" -  Joe Biden
",[],2020-10-16 00:05:31,JuJuPie3,784,PNW
"the covid spikes in greenville are gonna be unreal i hate it here
",[],2020-10-16 00:05:31,dbellarweenie,275,NC
"This is why justin is my idol i love him ❤
",[],2020-10-16 00:05:31,bizzleback2020,205,Australia 
"Oh for f*cks sake get off the Covid sh*t Samanatha.  #TrumpTownHall
",['TrumpTownHall'],2020-10-16 00:05:32,1True_American_,1185,
"Bro there is no way Trump doesn't still have COVID
",[],2020-10-16 00:05:32,dirtyfourloko,2088,"Silver Spring, MD"
"Will anything change with a new @LiberalPartyNS leader?  @StephenMcNeil set the mold over these last seven years, which is, “I won the election, so I do what I want.”  #nspoli @IainTRankin @RandyDelorey @LabiKousoulis
",[],2020-10-16 00:05:32,BigJMcC,5452,"Head of St. Marg's Bay, NS"
"Dr. Fauci Denounces COVID-19 Herd Immunity: 'Nonsense and Very Dangerous' https://t.co/jMdeNw6Hy3
",[],2020-10-16 00:05:32,GaryDelPonte,1335,New York City
"His last throes ? How low can a leader go. Unhinged Trump at rally blatantly lies that masks cause COVID. Attacks #Fauci. His fans boo Fauci.    Trump Attacks Fauci's Credibility on Masks at North Carolina Rally https://t.co/gAFZQX8ovL via @YouTube
",[],2020-10-16 00:05:32,ArabiaDeserta,700,The Trail Never Ends   مو شغلك
"136 Doctors Die Of COVID-19 In Indonesia https://t.co/84YkcI1SuI
",[],2020-10-16 00:05:33,IndependentNGR,33582,"Lagos, Nigeria"
"Covid on Campus: Will BBC Scotland Disclosure be able to resist? https://t.co/BqFNxeFNY7 by @ProfJWR https://t.co/hXEoACLDdB
",[],2020-10-16 00:05:33,indyscotnews,2872,Europe
"Oh my God. He takes Covid tests. Let’s it go.
",[],2020-10-16 00:05:33,fluff_sophie,977,"Lickskillet, Alabama"
"Trump is lying about having Covid.  #TrumpTownHall
",['TrumpTownHall'],2020-10-16 00:05:34,bidenharrisgear,458,brave new world
"President Trump says he ""probably"" took a COVID test on the day of the debate....
",[],2020-10-16 00:05:34,GarrettHaake,151193,Washington DC
"COVID-19 shuts down Goshen College athletics | The Record - The Record https://t.co/A63oLvXyJJ college
",[],2020-10-16 00:05:34,schoolmoneyorg,3588,Los Angeles
"@realDonaldTrump mocks #DrFauci saying he keeps ""Tony"" around bc he(Fauci) is a nice guy. So Donald follows radiologist's #herdImmunity and disses infectious disease expert. He wants to ignore #COVID and kill many more. Why? he's stupid angry selfish insane. Now I am angry.
",['DrFauci'],2020-10-16 00:05:36,quiltsbyliz,89,New Jersey
"Didn’t know Chris Christie was in the ICU. I’m glad he recovered. But his statement almost sounds as if he won’t be voting for Trump.  https://t.co/y1mPBBiF70
",[],2020-10-16 00:05:36,gamzyba,281,"Massachusetts, USA"
"Biden: There should be a national standard on COVID.  YES.  #BidenTownHall
",['BidenTownHall'],2020-10-16 00:05:36,azina,2678,Texas
"University of Oxford introduces rapid “high accuracy” COVID-19 antigen test, that can detect virus in less than 5 minutes.   Read more: https://t.co/b13jtN6cH7  #COVID19 #news  Video Credit: @CNN https://t.co/XFu9RJWAeo
",[],2020-10-16 00:05:36,oigetit_pr,202,DC + Silicon Valley + LA
"That's funny haha Not what Democrat has caught in the Covid-19 until now what a coincidence. Wouldn't it be nice to just duct tape their mouth shut until after the election No more lies
",[],2020-10-16 00:05:36,DJohniebe,2831,west coast somewhere
"I really have to finish this paper that is due tomorrow, it’s on COVID-19 and sports
",[],2020-10-16 00:05:36,KrisMDWRLD,407,"New Jersey, USA"
"See y’all at school tomorrow
",[],2020-10-16 00:05:36,TheStatusCrowe,911,"Huntington, WV"
"Just had a chance to interview @LACity Mayor and @JoeBiden campaign co-chair @ericgarcetti. We spoke about COVID-19 response, Pinellas and Tampa Bay's importance to #Election2020, the Biden message to seniors, election integrity and more. Clips to follow!
",[],2020-10-16 00:05:36,Ry_Bass,7779,Downtown St Pete 📍
"A minute in, and I already wish i was drinking, but i have to work. Biden is asked what his administration would do differently to deal with Covid. Biden is calling for national standards for restrictions.
",[],2020-10-16 00:05:36,mostlyplausible,54,"Portland, OR"
"COVID-19 and the economic recovery were wildly discussed during Saskatchewan’s leaders’ debate. The Sask. Party and NDP have different plans to get the province back on track, but as @allisonbamford explains, experts can’t say which one is right.  https://t.co/SkpVLeIaMX #skpoli https://t.co/pxdkaq6HsO
",[],2020-10-16 00:05:36,GlobalSaskatoon,39448,"Saskatoon, SK"
"Biden is right that we need a national standard to prevent COVID #BidenTownHall
",['BidenTownHall'],2020-10-16 00:05:37,abzeronow,417,Massachusetts
"👉🏻#TrumpVirusDeathToll275K &amp; rising when all #Americans killed by #TrumpVirus are counted. #Trump &amp; #GOPDeathCult have been hiding #Covid deaths as pneumonia cases for months-see TX, FL, etc. People died alone &amp; scared, without family. #ProsecuteThemAll #VoteBidenHarris #VoteBlue
","['TrumpVirusDeathToll275K', 'Americans', 'TrumpVirus', 'Trump', 'GOPDeathCult']",2020-10-16 00:05:37,SpeaksAthena,1611,
"@DNC everyone of the Democrats that has supported @SpeakerPelosi in her extortion efforts of @GOP over COVID relief have seriously hurt the American citizens caught in the middle. Your getting paid &amp; haven’t lost your jobs (yet) so the American people are not a priority. Not good
",[],2020-10-16 00:05:37,encm2cmc,3379,"Texas, USA"
"Biden speaking on the COVID-19 response by the White House, says Trump played down the virus. Says there needs to be a national standard of how to treat the global pandemic. #BidenTownHall #vote
",[],2020-10-16 00:05:38,MsChaunceyKR,6092,"Los Angeles, CA"
"If you’re going through Covid, you’re going to REMEMBER EVERYTHING. I don’t believe this dude
",[],2020-10-16 00:05:38,DjShok803,3154,"Columbia, South Carolina"
"Trump admits exposing Chief of Staff Mark Meadows to Covid-19: 'He didn't care. He's from North Carolina' https://t.co/YwESgdOx36 #avl #avlnews
",[],2020-10-16 00:05:38,r_Asheville,1483,"Asheville, NC "
"Biden is talking about how to deal with the Covid pandemic and how Trump failed to do anything.
",[],2020-10-16 00:05:38,GottaLaff,56447,California
"Here is the MN #CoronaVirus Update for today: https://t.co/GWqFXHpyLm
",['CoronaVirus'],2020-10-16 00:05:40,MattMcNeilShow,2653,Minneapolis-St. Paul
"Biden campaign flips COVID-19 threat into new #Trump contrast - Oct 15 @ 8:03 PM ET https://t.co/zLMFn4b3ey
",['Trump'],2020-10-16 00:05:40,PulpNews,5000,USA
"As Trump begins his town hall in Miami, I’m reminded of my encounter with @JoeBiden and @DrBiden last week.  This is what a responsible leader determined to tackling COVID-19 looks like. Looking forward to welcoming him back to Miami soon as our next President. #TodosConBiden https://t.co/lFJ9SLfjkZ
",[],2020-10-16 00:05:40,JoseJavierJJR,8307,"Miami, FL"
"So...one of my best friends, whose 85-yo father got a pacemaker two weeks ago &amp; out of hospital a week ago, is + for COVID-19, along with her mother &amp; several family members. Her father’s results aren’t back yet. She’s scared, and I’m scared for her.  💔
",[],2020-10-16 00:05:40,snapdragon830,873,Simpleton. I'm the Mayor.
"Pretty friendly approach by @SavannahGuthrie at #NBCTrumptownhall but still firm questions on his COVID infection and testing.
",['NBCTrumptownhall'],2020-10-16 00:05:41,EdMorrissey,66892,"Click The Damn Link, USA. "
"Are we....surprised ?
",[],2020-10-16 00:05:41,AYAMxoMusic,524,"Clearwater, FL"
"Hey @JoeBiden and @KamalaHarris - could you guys get the presidency wrapped up and COVID-19 under control? We REALLY need our 18 month old to spend a night with Nana and Grandpa. #BidenTownHall
",[],2020-10-16 00:05:41,theLoganJ,23,"Ellington, CT"
"There's still so much we don't know, so I don't want to speculate too much, but it's worth noting that of all of those plotted nations it was Spain which suffered worst from COVID-19 in February-June, and so likely had the lowest remaining susceptible population.
",[],2020-10-16 00:05:41,BPredict,5770,
"NBC still stuck on when the President tested negative for Covid..  Biden answering questions on COVID response
",[],2020-10-16 00:05:42,KrystalSwann,643,Birmingham
"Accurate translation
",[],2020-10-16 00:05:42,IredeemableDreg,6884,"Maryland, USA"
"A year ago today i painted pumpkins and went rollerskating 😭😭😭😭😭😭 pre covid life
",[],2020-10-16 00:05:42,ahunnydee,117,They/Them
"Trump says he doesn’t remember if he got tested for COVID on the day of the last debate
",[],2020-10-16 00:05:42,krystafauria,2097,Los Angeles
"Trump can't answer if he took a covid test on the day of the debate. This fucker here.
",[],2020-10-16 00:05:42,Dknight10k,21167,Tennessee
"Keep giving to @harrisonjaime   He can win this!!
",[],2020-10-16 00:05:43,MrMidh,353,
"@TheCaringClass @Naperville203 This is an ableist message and dismissive of our @Naperville203 families with pre-existing conditions or loved ones with them. Illinois reported its highest number of positive COVID tests to date today. @EquityIn203 can we do a little education on this issue, please?
",[],2020-10-16 00:05:43,VotingMomIL,1297,
"BREAKING: The antiviral drug remdesivir has ""little or no effect on mortality for hospitalized patients"" with Covid-19, the WHO says, and it doesn’t seem to help patients recover any faster https://t.co/tVEnea7GMB
",[],2020-10-16 00:05:43,DemocracyInn,22130,United States
"ICYMI: When faced with limitations because of COVID-19, students at John Paul II Catholic School in Ridgeland brainstormed ways to safely share the achievements of the Hispanic and Latinx community. https://t.co/Q433scSYXn via @JonDowding
",[],2020-10-16 00:05:43,WSAV,48815,"Savannah, GA / Hilton Head, SC"
"Here in Janesville, someone is setting up 1500 empty chairs between the library and the river to symbolize the 1500÷ people who have died from COVID-19 . . . on the same day that Trump is visiting!
",[],2020-10-16 00:05:43,ForrestAguirre,4739,"Madison, WI"
"Then why the fuck you keep talking about it then. If it doesn’t work go back to square one on making a drug for this shit. It won’t matter anyway tho when y’all make it cost 1000 for a fucking shot
",[],2020-10-16 00:05:43,CaligirlSeeker,144,Down Under
"Wait did we just find out that Trump was purposely infected with Covid to kill Joe Biden at the first debate
",[],2020-10-16 00:05:43,ItFitzItShips,212,District of Champions
"Just saw this and heard the voice recording of Sasse. Trump’s party really isn’t fucking with him. Damn.
",[],2020-10-16 00:05:43,ichizoba,9539,₦igeria. North Carolina.
"Nancy Pelosi was widely criticized for not accepting Trump's Covid Relief terms but little was said about the dramatic reduction made by Mitch McConnell. After distributing the money among companies, there would be nothing left to help the American people. Republicans don't care. https://t.co/C0ZGsu6b0k
",[],2020-10-16 00:05:43,LisSaintlaurent,4554,United States
"JUST UP: New #MFPSolutions piece originally published by @ConversationUS  giving tips on how to stay social while masking up amid COVID-19. | https://t.co/g0zWG6wlRS https://t.co/nO5GDV8Y4z
",['MFPSolutions'],2020-10-16 00:05:43,MSFreePress,2381,"Mississippi, USA"
"“Come to Jesus...just now...”
",[],2020-10-16 00:05:45,prettyjoyful08,2594,
"President Trump, who claims to have a phenomenal memory, tells NBC's Guthrie he ""can't remember"" when he last tested negative for Covid-19
",[],2020-10-16 00:05:45,WestWingReport,377500,White House since 2008
"Responding to the first questioner about the lack of leadership from this White House on Covid, Biden notes that Trump closed down the US office in China that would have worked directly on Covid. ""We missed enormous opportunities."" #BidenTownHall
",[],2020-10-16 00:05:45,MontclairDems,233,07042
"Biden will follow the science on Covid! #BidenTownHall
",['BidenTownHall'],2020-10-16 00:05:46,CCoceans311,2268,
"Victoria has recorded 2 new cases of COVID-19 overnight, and no additional deaths. https://t.co/6nhZIvWkfU #7NEWS https://t.co/zSbZcfQpz8
",['7NEWS'],2020-10-16 00:05:46,7NewsAdelaide,84634,"Adelaide, South Australia"
"Hmmm. What convenient timing. Guess he’s going to be reading a teleprompter from his basement tonight.
",[],2020-10-16 00:05:46,Teresa67161978,290,
